,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
917,19,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
918,20,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
919,21,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
920,22,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
921,23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
922,24,Self,class,400,,8,400,"['danswerai', 'DIGITS', 'LightGBM', 'open-webui', 'CoreNLP', 'chainer', 'bokeh', 'determined', 'blaze', 'xgboost', 'catboost', 'jProcessing', 'typer', 'dash', 'ViZDoom', 'langflow', 'pyqtgraph', 'bentoml', 'caffe', 'tensorflow', 'numpy', 'haystack', 'pymc', 'PyTorchCV', 'retro', 'pebl', 'bigartm', 'gensim', 'ray', 'skll', 'emcee', 'vigra', 'deepchecks', 'pgmpy', 'pydantic', 'zipline', 'mars', 'jax', 'mlflow', 'DrQA', 'lambdo', 'scikit-learn', 'zpar', 'streamlit', 'pytorch', 'rasa', 'cortex', 'scikit-learn-intelex', 'DeepPavlov', 'mindsdb', 'pytorch-lightning', 'gradio', 'dirty_cat', 'xlearn', 'transformers', 'ColossalAI', 'vispy', 'pattern', 'DI-engine', 'pyss3', 'lightning-bolts']"
923,0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
924,1,CanFollow,base,489,Active Debug Code,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
925,2,MemberOf,category,199,Information Management Errors,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
926,3,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
927,4,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
928,5,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
929,6,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
930,7,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
931,8,MemberOf,category,1445,OWASP Top Ten 2025 Category A10:2025 - Mishandling of Exceptional Conditions,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
932,9,Self,base,215,,6,215,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
933,0,ChildOf,pillar,710,Improper Adherence to Coding Standards,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
934,1,ParentOf,variant,11,ASP.NET Misconfiguration: Creating Debug Binary,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
935,2,CanPrecede,base,215,Insertion of Sensitive Information Into Debugging Code,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
936,3,MemberOf,category,1006,Bad Coding Practices,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
937,4,MemberOf,category,485,7PK - Encapsulation,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
938,5,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
939,6,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
940,7,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
941,8,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
942,9,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
943,10,Self,base,489,,6,489,"['caffe', 'CompreFace', 'bokeh', 'xcessiv', 'face_recognition']"
944,0,ChildOf,class,287,Improper Authentication,1,295,['ray']
945,1,ParentOf,base,296,Improper Following of a Certificate's Chain of Trust,1,295,['ray']
946,2,ParentOf,variant,297,Improper Validation of Certificate with Host Mismatch,1,295,['ray']
947,3,ParentOf,variant,298,Improper Validation of Certificate Expiration,1,295,['ray']
948,4,ParentOf,base,299,Improper Check for Certificate Revocation,1,295,['ray']
949,5,ParentOf,variant,599,Missing Validation of OpenSSL Certificate,1,295,['ray']
950,6,PeerOf,base,322,Key Exchange without Entity Authentication,1,295,['ray']
951,7,MemberOf,category,1211,Authentication Errors,1,295,['ray']
952,8,ChildOf,class,287,Improper Authentication,1,295,['ray']
953,9,MemberOf,category,1014,Identify Actors,1,295,['ray']
954,10,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,1,295,['ray']
955,11,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,1,295,['ray']
956,12,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,295,['ray']
957,13,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,1,295,['ray']
958,14,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,1,295,['ray']
959,15,MemberOf,category,1396,Comprehensive Categorization: Access Control,1,295,['ray']
960,16,MemberOf,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,1,295,['ray']
961,17,Self,base,295,,1,295,['ray']
962,0,ChildOf,class,311,Missing Encryption of Sensitive Data,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
963,1,ChildOf,class,922,Insecure Storage of Sensitive Information,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
964,2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
965,3,ParentOf,variant,314,Cleartext Storage in the Registry,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
966,4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
967,5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
968,6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
969,7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
970,8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
971,9,MemberOf,category,199,Information Management Errors,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
972,10,ChildOf,class,311,Missing Encryption of Sensitive Data,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
973,11,MemberOf,category,1013,Encrypt Data,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
974,12,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
975,13,MemberOf,view,884,CWE Cross-section,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
976,14,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
977,15,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
978,16,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
979,17,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
980,18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
981,19,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
982,20,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
983,21,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
984,22,Self,base,312,,12,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
985,0,ChildOf,base,312,Cleartext Storage of Sensitive Information,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
986,1,MemberOf,category,1013,Encrypt Data,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
987,2,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
988,3,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
989,4,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
990,5,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
991,6,Self,variant,315,,12,315,"['feast', 'Neural', 'bentoml', 'langflow', 'mindsdb', 'gradio', 'mlflow', 'ray']"
992,0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
993,1,MemberOf,category,199,Information Management Errors,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
994,2,MemberOf,category,1011,Authorize Actors,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
995,3,MemberOf,category,254,7PK - Security Features,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
996,4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
997,5,MemberOf,category,975,SFP Secondary Cluster: Architecture,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
998,6,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
999,7,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1000,8,MemberOf,view,1340,CISQ Data Protection Measures,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1001,9,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1002,10,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1003,11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1004,12,Self,base,359,,12,359,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1005,0,ChildOf,class,311,Missing Encryption of Sensitive Data,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1006,1,ChildOf,class,922,Insecure Storage of Sensitive Information,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1007,2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1008,3,ParentOf,variant,314,Cleartext Storage in the Registry,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1009,4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1010,5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1011,6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1012,7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1013,8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
1014,9,MemberOf,category,199,Information Management Errors,59,312,"['danswerai', 'feast', 'cortex', 'Neural', 'langflow', 'bentoml', 'open-webui', 'mindsdb', 'gradio', 'bokeh', 'determined', 'deepface', 'mlflow', 'comet-llm', 'pattern', 'typer', 'ray']"
