,type,id,description,Unnamed: 0,cwe_counts,repos
0,base,15,External Control of System or Configuration Setting,100,91,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
1,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),96,49259,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt']"
2,base,23,Relative Path Traversal,21,21072,"['tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt', 'tpot', 'neural-style-pt', 'chainer', 'skorch', 'pybrain', 'bokeh', 'autogluon', 'pytorch_geometric', 'pkuseg-python', 'open-metric-learning', 'detectron2', 'nilearn', 'mljar-supervised', 'altair', 'pyqtgraph', 'bentoml', 'caffe', 'river', 'numpy', 'CompreFace', 'FEDOT', 'sktime', 'PyTorchCV', 'pytorch-image-models', 'pebl', 'bigartm', 'BioPy', 'python-timbl', 'lightwood', 'mlx', 'zipline', 'pgmpy', 'Petrel', 'mlflow', 'DrQA', 'Parris', 'scikit-learn', 'pytorch', 'SynapseML', 'superset', 'transformers', 'ColossalAI', 'vispy', 'joliGEN', 'danswerai', 'shogun', 'Spearmint', 'xgboost', 'rosetta', 'catboost', 'dash', 'tesseract', 'stellargraph', 'maze', 'cleanlab', 'lightly', 'pymc', 'scikit-opt', 'deeppy', 'Gymnasium', 'skll', 'emcee', 'vigra', 'dtaidistance', 'mars', 'neuraltalk2', 'jax', 'scikit-survival', 'pytorch-frame', 'streamlit', 'mlxtend', 'cortex', 'DeepPavlov', 'alibi-detect', 'gradio', 'xlearn', 'langfuse', 'DI-engine', 'pyss3', 'DIGITS', 'LightGBM', 'CoreNLP', 'yalign', 'determined', 'deeplake', 'blaze', 'somoclu', 'xcessiv', 'matplotlib', 'tensorflow', 'PySyft', 'haystack', 'mlens', 'retro', 'machine-learning', 'gensim', 'neuropredict', 'feast', 'rasa', 'loso', 'lab', 'mindsdb', 'dowel', 'nut', 'retinaface', 'ViZDoom', 'neuraltalk', 'optuna', 'open-webui', 'NeuroNER', 'deepface', 'statsmodels', 'jProcessing', 'typer', 'python-recsys', 'textacy', 'ggpy', 'cornac', 'spaCy', 'langflow', 'igel', 'keras-tuner', 'Metaworld', 'aim', 'pynlpl', 'ray', 'cltk', 'recommenders', 'seaborn', 'evidently', 'deepchecks', 'garage', 'hebel', 'jieba', 'catalyst', 'pytensor', 'lambdo', 'prodmodel', 'zpar', 'polyglot', 'scikit-learn-intelex', 'scikit-image', 'pytorch-lightning', 'colibri-core', 'bolt']"
