,nature,type,id,description,cwe_counts,cwe_id
14,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7024,23
15,MemberOf,view,884,CWE Cross-section,7024,23
16,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,7024,23
17,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,7024,23
18,MemberOf,category,1404,Comprehensive Categorization: File Handling,7024,23
19,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,7024,23
20,Self,base,23,,7024,23
0,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7024,36
1,ParentOf,variant,37,Path Traversal: '/absolute/pathname/here',7024,36
2,ParentOf,variant,38,Path Traversal: '\absolute\pathname\here',7024,36
3,ParentOf,variant,39,Path Traversal: 'C:dirname',7024,36
4,ParentOf,variant,40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),7024,36
5,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7024,36
6,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7024,36
7,MemberOf,view,884,CWE Cross-section,7024,36
8,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,7024,36
9,MemberOf,category,1404,Comprehensive Categorization: File Handling,7024,36
10,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,7024,36
11,Self,base,36,,7024,36
0,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,7024,73
1,ChildOf,class,642,External Control of Critical State Data,7024,73
2,ParentOf,class,114,Process Control,7024,73
3,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7024,73
4,CanPrecede,base,41,Improper Resolution of Path Equivalence,7024,73
5,CanPrecede,base,59,Improper Link Resolution Before File Access ('Link Following'),7024,73
6,CanPrecede,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),7024,73
7,CanPrecede,base,434,Unrestricted Upload of File with Dangerous Type,7024,73
8,MemberOf,category,399,Resource Management Errors,7024,73
9,MemberOf,category,1015,Limit Access,7024,73
10,ChildOf,class,20,Improper Input Validation,7024,73
11,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,7024,73
12,MemberOf,category,752,2009 Top 25 - Risky Resource Management,7024,73
13,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),7024,73
14,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,7024,73
15,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,7024,73
16,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,7024,73
17,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,7024,73
18,Self,base,73,,7024,73
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),7024,99
1,ParentOf,base,641,Improper Restriction of Names for Files and Other Resources,7024,99
2,ParentOf,base,694,Use of Multiple Resources with Duplicate Identifier,7024,99
3,ParentOf,base,914,Improper Control of Dynamically-Identified Variables,7024,99
4,PeerOf,class,706,Use of Incorrectly-Resolved Name or Reference,7024,99
5,MemberOf,category,1019,Validate Inputs,7024,99
6,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,7024,99
7,MemberOf,view,884,CWE Cross-section,7024,99
8,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,7024,99
9,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,7024,99
10,MemberOf,category,1005,7PK - Input Validation and Representation,7024,99
11,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,7024,99
12,MemberOf,category,1308,CISQ Quality Measures - Security,7024,99
13,MemberOf,view,1340,CISQ Data Protection Measures,7024,99
14,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,7024,99
15,MemberOf,category,1409,Comprehensive Categorization: Injection,7024,99
16,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,7024,99
17,Self,class,99,,7024,99
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),30,79
1,ParentOf,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),30,79
2,ParentOf,variant,81,Improper Neutralization of Script in an Error Message Web Page,30,79
3,ParentOf,variant,83,Improper Neutralization of Script in Attributes in a Web Page,30,79
4,ParentOf,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,30,79
5,ParentOf,variant,85,Doubled Character XSS Manipulations,30,79
6,ParentOf,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,30,79
7,ParentOf,variant,87,Improper Neutralization of Alternate XSS Syntax,30,79
8,PeerOf,composite,352,Cross-Site Request Forgery (CSRF),30,79
9,CanFollow,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),30,79
10,CanFollow,base,184,Incomplete List of Disallowed Inputs,30,79
11,CanPrecede,base,494,Download of Code Without Integrity Check,30,79
12,MemberOf,category,137,Data Neutralization Issues,30,79
13,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),30,79
14,MemberOf,category,1019,Validate Inputs,30,79
15,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,30,79
16,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),30,79
17,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,30,79
18,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,30,79
19,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,30,79
20,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,30,79
21,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),30,79
22,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,30,79
23,MemberOf,view,884,CWE Cross-section,30,79
24,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),30,79
25,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,30,79
26,MemberOf,category,1005,7PK - Input Validation and Representation,30,79
27,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),30,79
28,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,30,79
29,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,30,79
30,MemberOf,category,1308,CISQ Quality Measures - Security,30,79
31,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,30,79
32,MemberOf,view,1340,CISQ Data Protection Measures,30,79
33,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,30,79
34,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,30,79
35,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,30,79
36,MemberOf,category,1409,Comprehensive Categorization: Injection,30,79
37,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,30,79
38,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,30,79
39,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,30,79
40,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,30,79
41,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,30,79
42,Self,base,79,,30,79
0,ChildOf,pillar,707,Improper Neutralization,30,116
1,ParentOf,base,117,Improper Output Neutralization for Logs,30,116
2,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,30,116
3,ParentOf,base,838,Inappropriate Encoding for Output Context,30,116
4,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),30,116
5,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,30,116
6,ParentOf,base,838,Inappropriate Encoding for Output Context,30,116
7,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,30,116
8,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),30,116
9,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),30,116
10,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,30,116
11,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),30,116
12,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),30,116
13,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,30,116
14,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,30,116
15,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,30,116
16,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,30,116
17,Self,class,116,,30,116
0,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,27,89
1,ParentOf,variant,564,SQL Injection: Hibernate,27,89
2,CanFollow,variant,456,Missing Initialization of a Variable,27,89
3,MemberOf,category,137,Data Neutralization Issues,27,89
4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),27,89
5,MemberOf,category,1019,Validate Inputs,27,89
6,ParentOf,variant,564,SQL Injection: Hibernate,27,89
7,ParentOf,variant,564,SQL Injection: Hibernate,27,89
8,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,27,89
9,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,27,89
10,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,27,89
11,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,27,89
12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,27,89
13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,27,89
14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,27,89
15,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,27,89
16,MemberOf,view,884,CWE Cross-section,27,89
17,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,27,89
18,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,27,89
19,MemberOf,category,1005,7PK - Input Validation and Representation,27,89
20,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,27,89
21,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,27,89
22,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,27,89
23,MemberOf,category,1308,CISQ Quality Measures - Security,27,89
24,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,27,89
25,MemberOf,view,1340,CISQ Data Protection Measures,27,89
26,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,27,89
27,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,27,89
28,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,27,89
29,MemberOf,category,1409,Comprehensive Categorization: Injection,27,89
30,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,27,89
31,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,27,89
32,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,27,89
33,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,27,89
34,Self,base,89,,27,89
0,ChildOf,class,407,Inefficient Algorithmic Complexity,289,1333
1,MemberOf,category,1226,Complexity Issues,289,1333
2,ChildOf,class,407,Inefficient Algorithmic Complexity,289,1333
3,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,289,1333
4,Self,base,1333,,289,1333
0,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,289,400
1,ParentOf,class,405,Asymmetric Resource Consumption (Amplification),289,400
2,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,289,400
3,ParentOf,base,771,Missing Reference to Active Allocated Resource,289,400
4,ParentOf,base,779,Logging of Excessive Data,289,400
5,ParentOf,base,920,Improper Restriction of Power Consumption,289,400
6,ParentOf,base,1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,289,400
7,ParentOf,base,1246,Improper Write Handling in Limited-write Non-Volatile Memories,289,400
8,CanFollow,class,410,Insufficient Resource Pool,289,400
9,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,289,400
10,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,289,400
11,ParentOf,base,920,Improper Restriction of Power Consumption,289,400
12,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,289,400
13,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),289,400
14,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),289,400
15,MemberOf,view,884,CWE Cross-section,289,400
16,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,289,400
17,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),289,400
18,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),289,400
19,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,289,400
20,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,289,400
21,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,289,400
22,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,289,400
23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,289,400
24,Self,class,400,,289,400
0,ChildOf,class,407,Inefficient Algorithmic Complexity,8,1333
1,MemberOf,category,1226,Complexity Issues,8,1333
2,ChildOf,class,407,Inefficient Algorithmic Complexity,8,1333
3,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,8,1333
4,Self,base,1333,,8,1333
0,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,8,400
1,ParentOf,class,405,Asymmetric Resource Consumption (Amplification),8,400
2,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,8,400
3,ParentOf,base,771,Missing Reference to Active Allocated Resource,8,400
4,ParentOf,base,779,Logging of Excessive Data,8,400
5,ParentOf,base,920,Improper Restriction of Power Consumption,8,400
6,ParentOf,base,1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,8,400
7,ParentOf,base,1246,Improper Write Handling in Limited-write Non-Volatile Memories,8,400
8,CanFollow,class,410,Insufficient Resource Pool,8,400
9,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,8,400
10,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,8,400
11,ParentOf,base,920,Improper Restriction of Power Consumption,8,400
12,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,8,400
13,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),8,400
14,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),8,400
15,MemberOf,view,884,CWE Cross-section,8,400
16,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,8,400
17,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),8,400
18,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),8,400
19,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,8,400
20,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,8,400
21,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,8,400
22,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,8,400
23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,8,400
24,Self,class,400,,8,400
0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,6,215
1,CanFollow,base,489,Active Debug Code,6,215
2,MemberOf,category,199,Information Management Errors,6,215
3,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,6,215
4,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,6,215
5,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,6,215
6,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,6,215
7,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,6,215
8,MemberOf,category,1445,OWASP Top Ten 2025 Category A10:2025 - Mishandling of Exceptional Conditions,6,215
9,Self,base,215,,6,215
0,ChildOf,pillar,710,Improper Adherence to Coding Standards,6,489
1,ParentOf,variant,11,ASP.NET Misconfiguration: Creating Debug Binary,6,489
2,CanPrecede,base,215,Insertion of Sensitive Information Into Debugging Code,6,489
3,MemberOf,category,1006,Bad Coding Practices,6,489
4,MemberOf,category,485,7PK - Encapsulation,6,489
5,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,6,489
6,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,6,489
7,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,6,489
8,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,6,489
9,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,6,489
10,Self,base,489,,6,489
0,ChildOf,class,287,Improper Authentication,1,295
1,ParentOf,base,296,Improper Following of a Certificate's Chain of Trust,1,295
2,ParentOf,variant,297,Improper Validation of Certificate with Host Mismatch,1,295
3,ParentOf,variant,298,Improper Validation of Certificate Expiration,1,295
4,ParentOf,base,299,Improper Check for Certificate Revocation,1,295
5,ParentOf,variant,599,Missing Validation of OpenSSL Certificate,1,295
6,PeerOf,base,322,Key Exchange without Entity Authentication,1,295
7,MemberOf,category,1211,Authentication Errors,1,295
8,ChildOf,class,287,Improper Authentication,1,295
9,MemberOf,category,1014,Identify Actors,1,295
10,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,1,295
11,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,1,295
12,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,295
13,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,1,295
14,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,1,295
15,MemberOf,category,1396,Comprehensive Categorization: Access Control,1,295
16,MemberOf,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,1,295
17,Self,base,295,,1,295
0,ChildOf,class,311,Missing Encryption of Sensitive Data,12,312
1,ChildOf,class,922,Insecure Storage of Sensitive Information,12,312
2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,12,312
3,ParentOf,variant,314,Cleartext Storage in the Registry,12,312
4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,12,312
5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,12,312
6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,12,312
7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,12,312
8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,12,312
9,MemberOf,category,199,Information Management Errors,12,312
10,ChildOf,class,311,Missing Encryption of Sensitive Data,12,312
11,MemberOf,category,1013,Encrypt Data,12,312
12,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,12,312
13,MemberOf,view,884,CWE Cross-section,12,312
14,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,12,312
15,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,312
16,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,312
17,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,12,312
18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,12,312
19,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,12,312
20,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,312
21,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,12,312
22,Self,base,312,,12,312
0,ChildOf,base,312,Cleartext Storage of Sensitive Information,12,315
1,MemberOf,category,1013,Encrypt Data,12,315
2,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,315
3,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,12,315
4,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,315
5,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,12,315
6,Self,variant,315,,12,315
0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,12,359
1,MemberOf,category,199,Information Management Errors,12,359
2,MemberOf,category,1011,Authorize Actors,12,359
3,MemberOf,category,254,7PK - Security Features,12,359
4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),12,359
5,MemberOf,category,975,SFP Secondary Cluster: Architecture,12,359
6,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,359
7,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),12,359
8,MemberOf,view,1340,CISQ Data Protection Measures,12,359
9,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,12,359
10,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,12,359
11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,12,359
12,Self,base,359,,12,359
0,ChildOf,class,311,Missing Encryption of Sensitive Data,59,312
1,ChildOf,class,922,Insecure Storage of Sensitive Information,59,312
2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,59,312
3,ParentOf,variant,314,Cleartext Storage in the Registry,59,312
4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,59,312
5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,59,312
6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,59,312
7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,59,312
8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,59,312
9,MemberOf,category,199,Information Management Errors,59,312
10,ChildOf,class,311,Missing Encryption of Sensitive Data,59,312
11,MemberOf,category,1013,Encrypt Data,59,312
12,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,59,312
13,MemberOf,view,884,CWE Cross-section,59,312
14,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,59,312
15,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,312
16,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,59,312
17,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,59,312
18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,59,312
19,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,59,312
20,MemberOf,category,1402,Comprehensive Categorization: Encryption,59,312
21,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,59,312
22,Self,base,312,,59,312
0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,59,359
1,MemberOf,category,199,Information Management Errors,59,359
2,MemberOf,category,1011,Authorize Actors,59,359
3,MemberOf,category,254,7PK - Security Features,59,359
4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),59,359
5,MemberOf,category,975,SFP Secondary Cluster: Architecture,59,359
6,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,59,359
7,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),59,359
8,MemberOf,view,1340,CISQ Data Protection Measures,59,359
9,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,59,359
10,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,359
11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,59,359
12,Self,base,359,,59,359
0,ChildOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,59,532
1,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,59,532
2,MemberOf,category,1009,Audit,59,532
3,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,59,532
4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),59,532
5,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,532
6,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),59,532
7,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,59,532
8,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,532
9,MemberOf,category,1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,59,532
10,Self,base,532,,59,532
0,ChildOf,pillar,693,Protection Mechanism Failure,11,327
1,ParentOf,base,328,Use of Weak Hash,11,327
2,ParentOf,variant,780,Use of RSA Algorithm without OAEP,11,327
3,ParentOf,base,1240,Use of a Cryptographic Primitive with a Risky Implementation,11,327
4,PeerOf,base,301,Reflection Attack in an Authentication Protocol,11,327
5,PeerOf,class,311,Missing Encryption of Sensitive Data,11,327
6,CanFollow,base,208,Observable Timing Discrepancy,11,327
7,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,11,327
8,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,11,327
9,MemberOf,category,1013,Encrypt Data,11,327
10,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,11,327
11,MemberOf,category,753,2009 Top 25 - Porous Defenses,11,327
12,MemberOf,category,803,2010 Top 25 - Porous Defenses,11,327
13,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,11,327
14,MemberOf,category,866,2011 Top 25 - Porous Defenses,11,327
15,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),11,327
16,MemberOf,view,884,CWE Cross-section,11,327
17,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,11,327
18,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,11,327
19,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,11,327
20,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,11,327
21,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),11,327
22,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),11,327
23,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,11,327
